Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department
Lisa Krohn,Edward Fella,(American),(1938),,(Male),1994,Architecture & Design
Plate (facing page 26) from BUCOLIQUES,André Beaudin,(French),(1895),(1975),(Male),1936,Prints & Illustrated Books
"Saint of the Inner Light (Die Heilige vom innern Licht) from the portfolio New European Graphics, 1st Portfolio: Masters of the State Bauhaus, Weimar (Neue europäische Graphik, 1. Mappe: Meister des Staatlichen Bauhauses in Weimar), 1921",Paul Klee,(German),(1879),(1940),(Male),1921,Prints & Illustrated Books
HÔTEL LAVERDY. ANNEXE DE LA MONNAIE,Eugène Atget,(French),(1857),(1927),(Male),1905-1906,Photography
Mealtime in the Trench (Loretto Heights) [Mahlzeit in der Sappe (Lorettohöhe)]  from The War (Der Krieg),Otto Dix,(German),(1891),(1969),(Male),(1924),Prints & Illustrated Books
Skin from Artists and Writers Protest against the War in Vietnam,Irving Petlin,(American),(1934),,(Male),1967,Prints & Illustrated Books
Casual Labourer,August Sander,(German),(1876),(1964),(Male),c. 1930,Photography
Eastern Facade of the Temple of Victory,William James Stillman,(American),(1828),(1901),(Male),1869,Photography
Remove Old Lumber,Herbert Tomlinson,(British),(1902),,(Male),c.1941,Architecture & Design
"Eighteen Happenings in Six Parts, Reuben Gallery, New York, October 1959",Fred W. McDarrah,(American),(1926),(2007),(Male),1959,Prints & Illustrated Books
Independence/Nakba,Fazal Sheikh,(American),(1965),,(Male),2013,Photography
"Le Lit, Gros Édredon, Bleu",Louise Bourgeois,(American),(1911),(2010),(Female),1997,Prints & Illustrated Books
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,(American),(1947),,(Female),(1984),Drawings
"Le Mirliton, no. 2",Théophile-Alexandre Steinlen,(French),(1859),(1923),(Male),1885,Prints & Illustrated Books
Tailpiece (page 258) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,(French),(1870),(1943),(Male),1893-1903,Prints & Illustrated Books
Portrait of Konrad Bercovici,Amedeo Modigliani,(Italian),(1884),(1920),(Male),(1919),Drawings
Untitled,Gernot Bubenik,(German),(1942),,(Male),1966,Prints & Illustrated Books
"VERTIGO (tailpiece, folio 12) from COMMUNICATIONS",Maurice de Vlaminck,(French),(1876),(1958),(Male),1921,Prints & Illustrated Books
"JEREMIAH'S CALLING, plate 100 (volume II, folio 91) from the BIBLE",Marc Chagall,(French),(1887),(1985),(Male),1931-1956,Prints & Illustrated Books
THE WORKS,Ralph Hughes,(American),(1923),,(Male),1965,Prints & Illustrated Books
Everforward...,Gary Simmons,(American),(1964),,(Male),1993,Prints & Illustrated Books
"Resor House Project, Jackson Hole, Wyoming, Exterior perspective",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),c. 1937-1938,Architecture & Design
"Henke House Addition, Essen, Germany, Terrace plan",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1930,Architecture & Design
Water Pitcher,Nanny Still,(Finnish),(1926),(2009),(Female),1957,Architecture & Design
Ralph Samuels stationery envelope,Alvin Lustig,(American),(1915),(1955),(Male),c.1935-1945,Architecture & Design
"Poster for Ken Friedman, Graphis Gallery, La Jolla, California, September 11–October 1, 1974",Ken Friedman,(American),(1939),,(Male),1974,Prints & Illustrated Books
"Serenade for Alison, Paralelle Aufführungen Neuster Musik, Kunsthandel Monet, Amsterdam, October 5, 1962",Nam June Paik,(American),(1932),(2006),(Male),1962,Fluxus Collection
Ancien couvent des Carmes. Rue de Vaugirard 70,Eugène Atget,(French),(1857),(1927),(Male),1914-1920,Photography
HÔTEL DE VILLARS. 116 RUE DE GRENELLE,Eugène Atget,(French),(1857),(1927),(Male),1905-1906,Photography
Catapult,Judith Godwin,(American),(1930),,(Female),(1990),Drawings
"Berkeley, 46",Richard Diebenkorn,(American),(1922),(1993),(Male),1955,Painting & Sculpture
Departure for Venus,Sergio Gonzalez-Tornero,(Chilean),(1927),,(Male),1968,Prints & Illustrated Books
SOUVENIRS,Omar Rayo,(Colombian),(1928),(2010),(Male),1965,Prints & Illustrated Books
"Proof of 3rd color for Plate 5 (supplementary suite, plate 56) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,(French),(1887),(1985),(Male),1941-1948,Prints & Illustrated Books
Manoletina,Joan Miró,(Spanish),(1893),(1983),(Male),(1969),Prints & Illustrated Books
Untitled,Doris Ulmann,(American),(1884),(1934),(Female),1929-1931,Photography
"Arthur Heurtley House, Oak Park, IL",Frank Lloyd Wright,(American),(1867),(1959),(Male),1902,Architecture & Design
"Improvisation 22, Variation I (Improvisation 22, Variation I) (headpiece, folio 31) from Klänge (Sounds)",Vasily Kandinsky,(French),(1866),(1944),(Male),(1913),Prints & Illustrated Books
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park",Bernard Tschumi,(),(1944),,(Male),1976-1977,Architecture & Design
Tapir Eating a Leaf (Tapir comiendo una hoja),Ruth Bessoudo Courvoisier,(Brazilian),(1924),,(Female),1967,Prints & Illustrated Books
"German Pavilion, International Exposition, Brussels, Belgium, Elevation",Ludwig Mies van der Rohe,(American),(1886),(1969),(Male),1934,Architecture & Design
Beomaster 1900 Receiver,Jacob Jensen,(Danish),(1926),(2015),(Male),1976,Architecture & Design
Bands of Color from Lower Left Corner (Single),Sol LeWitt,(American),(1928),(2007),(Male),1989,Prints & Illustrated Books
Untitled (page 25) from ENDOCRINOLOGY,Kiki Smith,(American),(1954),,(Female),1997,Prints & Illustrated Books
Vue Prise Sous le Pont Neuf (6e Arrondissement),Eugène Atget,(French),(1857),(1927),(Male),1910-1911,Photography
Plate (page 170) from LES OLYMPIQUES,Charles Despiau,(French),(1874),(1946),(Male),1943,Prints & Illustrated Books
RUE DE MEDICIS (ODÉON),Eugène Atget,(French),(1857),(1927),(Male),1926,Photography
Tha chu mi la co timanaue i a coma.....,Ernesto Neto,(Brazilian),(1964),,(Male),2001-2007,Drawings
FONTAINE VISCONTI. RUE RICHELIEU,Eugène Atget,(French),(1857),(1927),(Male),1907,Photography
Los Angeles,Adam Bartos,(American),(1953),,(Male),1978,Photography
AN EXTRA WAS ISSUED,Akira Matsumoto,(Japanese),(1936),,(Male),1964,Prints & Illustrated Books
No (1-3),Louise Bourgeois,(American),(1911),(2010),(Female),1972-1973,Prints & Illustrated Books
"Untitled, no. 31 of 34, from the illustrated book, Ode à l'Oubli",Louise Bourgeois,(American),(1911),(2010),(Female),2002,Prints & Illustrated Books
(Untitled) (Nude Torso from Behind),Kn Thurlbeck,(American),(1947),,(Male),1988,Photography
Untitled,Henry Pearson,(American),(1914),(2006),(Male),1964,Prints & Illustrated Books
Capella 4B,Victor Vasarely,(French),(1908),(1997),(Male),1965,Painting & Sculpture
Untitled,Willem de Kooning,(American),(1904),(1997),(Male),1966,Drawings
Beauvais. Maison -- 25 rue Saint Laurent,Eugène Atget,(French),(1857),(1927),(Male),1904,Photography
Yellow Sequence,Jack Smith,(American),(1932),(1989),(Male),1963-1965,Film
Plate (folio 32) from ZAVJET ZA EPETION,Edo Murtic,(Yugoslav),(1921),(2005),(Male),1984,Prints & Illustrated Books
Our Years in the Fight,Lynch,(American),,,(),1914-1918,Architecture & Design
"Central Park Zoo, New York City",Garry Winogrand,(American),(1928),(1984),(Male),1967,Photography
Le Soleil,Louise Bourgeois,(American),(1911),(2010),(Female),1947,Prints & Illustrated Books
Plaque for Dirty Water (Eau sale),Ben Vautier,(French),(1935),,(Male),1984,Prints & Illustrated Books
Wales,Bruce Davidson,(American),(1933),,(Male),1965,Photography
LA BIÈVRE. PORTE D'ITALIE,Eugène Atget,(French),(1857),(1927),(Male),1913,Photography
Plate (folio 7) from an untitled book,Jürgen Partenheimer,(German),(1947),,(Male),1985,Prints & Illustrated Books
Electricity from Dockings,Greg Colson,(American),(1956),,(Male),1995,Prints & Illustrated Books
The Ball Game (No More Games Study #7),Benny Andrews,(American),(1930),(2006),(Male),1970,Drawings
"Beneath the Wing of Shadow the Black Creature Was Biting Energetically (Sous l'aile d'ombre, l'être noir appliquait une active morsure) from Dreams (Songes)",Odilon Redon,(French),(1840),(1916),(Male),1891,Prints & Illustrated Books
Focus I C,Lin Tianmiao,(Chinese),(1961),,(Female),2006,Prints & Illustrated Books
1999,Jannis Kounellis,(Greek),(1936),(2017),(Male),1999,Prints & Illustrated Books
Pascal (Paris),Peter Hujar,(American),(1934),(1987),(Male),1980,Photography
Plate (facing page 32) from POEMS OF SLEEP AND DREAM,Robert Colquhoun,(British),(1914),(1962),(Male),1947,Prints & Illustrated Books
Aki Climbing,Peter Brown,(American),(1948),,(Male),1985,Photography
Exhibition poster for Raymond Pettibon at Jack Hanley Gallery,Raymond Pettibon,(American),(1957),,(Male),1993,Prints & Illustrated Books
"CRUCIFIXION Plate 2 from 6 ACQUEFORTI DI MUCCINI, URBINATI, VESPIGNANI",Marcello Muccini,(Italian),(1926),(1978),(Male),1947,Prints & Illustrated Books
In-text plate (page 161) from PANTAGRUEL,André Derain,(French),(1880),(1954),(Male),1943,Prints & Illustrated Books
The Visitation,Maurice Denis,(French),(1870),(1943),(Male),(1894),Prints & Illustrated Books
Selected Shorter Poems 1950-1970,Emmett Williams,(American),(1925),(2007),(Male),1978,Prints & Illustrated Books
Over-the-Door,Rodney Graham,(Canadian),(1949),,(Male),1994,Prints & Illustrated Books
Features from Currents,Robert Rauschenberg,(American),(1925),(2008),(Male),1970,Prints & Illustrated Books
Syntax,Beatrice Riese,(American),(1917),(2004),(Female),1996,Drawings
"Lavender baby from In a Spin, the Action of the World on Things, Volume 1",Damien Hirst,(British),(1965),,(Male),2002,Prints & Illustrated Books
Wainscoting Material,Gunta Stölzl,(Swiss),(1897),(1983),(Female),1939,Architecture & Design
Storyboards,Martin Walde,(Austrian),(1957),,(Male),(1987-1992),Prints & Illustrated Books
"Cluny -- Neptune, 18th century Spanish art",Eugène Atget,(French),(1857),(1927),(Male),1911,Photography
Untitled (Florence),Jay DeFeo,(American),(1929),(1989),(Female),1952,Drawings
Wine Bucket,Richard Riemerschmid,(German),(1868),(1957),(Male),c. 1902,Architecture & Design
"Cristo, Tlacochoaya, Oaxaca",Paul Strand,(American),(1890),(1976),(Male),1933,Photography
"Left Hand of the Sitting Image of Buddha Shakyamuni in the Hall of Miroku, Muro-Ji, Nara",Ken Domon,(Japanese),(1909),(1990),(Male),1942-1943,Photography
"If he should fall, is your blood there to save him?",Abram Games,(British),(1914),(1996),(Male),c.1943,Architecture & Design
Plate (folio 5) from CERCLITUDE,Pierre Alechinsky,(Belgian),(1927),,(Male),1973-1974,Prints & Illustrated Books
In-text plate (page 69) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),(1867),(1947),(Male),1902,Prints & Illustrated Books
Tanaqvil Flatware,Magnus Stephensen,(Danish),(1903),(1984),(Male),1955,Architecture & Design
"Au Franc Pinot, quai Bourbon 1",Eugène Atget,(French),(1857),(1927),(Male),1901-1902,Photography
Untitled,Unknown,(),,,(),c. 1900,Photography
Vases,Frank Graham Holmes,(American),(1878),(1954),(Male),1908,Architecture & Design
Untitled,Fré Cohen,(Dutch),(1903),(1943),(Female),1933,Architecture & Design
Provincial Play,Susumu Yamaguchi,(Japanese),(1897),(1983),(Male),c. 1930s,Prints & Illustrated Books
When Handling Arms Look First - Prevent Accidents,Abram Games,(British),(1914),(1996),(Male),1939-1943,Architecture & Design
Low Tide Wandering No. 13 (Wattwanderung No. 13) from Low Tide Wandering (Wattwanderung),Thomas Schütte,(German),(1954),,(Male),2001,Prints & Illustrated Books
"May Day, Moscow",Diego Rivera,(Mexican),(1886),(1957),(Male),1928,Drawings
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,(American),(1887),(1968),(Male),1934,Prints & Illustrated Books
Auberge du Cheval Blanc. Rue Mazet,Eugène Atget,(French),(1857),(1927),(Male),1899,Photography
"Cover of Architectural and Engineering News, January 1961",Robert Brownjohn,(American),(1925),(1970),(Male),1961,Architecture & Design
Hôtel de Beauvais. 68 rue François Miron,Eugène Atget,(French),(1857),(1927),(Male),1902,Photography
Untitled from Eight Etchings,Jonas Wood,(American),(1977),,(Male),2014,Prints & Illustrated Books
Tailpiece (page 12) from DIALOGUES DES COURTISANES,Aristide Maillol,(French),(1861),(1944),(Male),1944-1948,Prints & Illustrated Books
Untitled from Fabricated Cultural Belief Systems,Ryan McGinness,(American),(1972),,(Male),2004,Prints & Illustrated Books
Road to the Valley -- Moonrise,Edward Steichen,(American),(1879),(1973),(Male),1904,Photography
Lead Pipe Sunday,Art Spiegelman,(American),(1948),,(Male),1989,Prints & Illustrated Books
Fragile,Adriana Maraz-Bernik,(Yugoslav),,,(Female),(1968),Prints & Illustrated Books
In-text plate (folio 9) from ODA A LA LAGARTIJA,Antonio Martorell,(American),(1939),,(Male),1973,Prints & Illustrated Books
Le Soleil,Louise Bourgeois,(American),(1911),(2010),(Female),1947,Prints & Illustrated Books
"Duplicate of tailpiece from page 256 (supplementary suite, plate 93) from LA BELLE ENFANT",Raoul Dufy,(French),(1877),(1953),(Male),1930,Prints & Illustrated Books
1 Hour Photo & Video (for Parkett no. 84),Zoe Leonard,(American),(1961),,(Female),2007-2008,Prints & Illustrated Books
Foote's Gun-Boats Ascending to Attack Fort Henry from Harper's Pictorial History of the Civil War (Annotated),Kara Walker,(American),(1969),,(Female),2005,Prints & Illustrated Books
Moiré #25,Liz Deschenes,(American),(1966),,(Female),2009,Photography
Were 3,Roni Horn,(American),(1955),,(Female),2002,Drawings
Pr5nt A,Keith Milow,(British),(1945),,(Male),1969,Prints & Illustrated Books
"Americus, Georgia",William Eggleston,(American),(1939),,(Male),1976,Photography
Lend the Way They Fight,Unknown,(Nationality Unknown),,,(),1914-1918,Architecture & Design
Mysteries,Dick Higgins,(American),(1938),(1998),(Male),1969,Fluxus Collection
New Flux Year,George Maciunas,(American),(1931),(1978),(Male),c. 1967,Prints & Illustrated Books
Neue Schriften und Firmenschilder im Modernen Stil (New Fonts and Signs in the Modern Style),Lehner & Mader,(),,,(),c.1905,Architecture & Design
Untitled from The Eighth Day,Peter Shelton,(American),(1951),,(Male),1994,Prints & Illustrated Books
"Ephemera related to proposal for Operation Vesuvius (Operazione Vesuvio), Henry Gallery, Seattle and Il Centro, Naples, 1972–73",George Brecht,(American),(1926),(2008),(Male),1972-1973,Prints & Illustrated Books
"Zurich, Burkliplace Trainstation on the Lake, Very near to Where I Lived",Robert Frank,(American),(1924),,(Male),1952,Photography
Plate (page 143) from LES JUIFVES,Léon Zack,(French),(1892),(1980),(Male),1948,Prints & Illustrated Books
Untitled,Willem de Kooning,(American),(1904),(1997),(Male),1966,Drawings
Self Portrait,Louise Bourgeois,(American),(1911),(2010),(Female),1990,Prints & Illustrated Books
Metallic Structures No. 3 Part No. 7,Pierre Mercure,(Canadian),(1927),(1966),(Male),1962,Prints & Illustrated Books
"ANGER II (Second supplementary suite, plate 13) from LES SEPT PÉCHÉS CAPITAUX, La Colère",Marc Chagall,(French),(1887),(1985),(Male),1925-1926,Prints & Illustrated Books
The Flame and the Diver,Jean Bazaine,(French),(1904),(2001),(Male),1953,Painting & Sculpture
In-text plate (page 105) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),(1867),(1947),(Male),1902,Prints & Illustrated Books
Body Parts,Donald Sultan,(American),(1951),,(Male),1994,Prints & Illustrated Books
Baltic Steamer (Ostsee Dampfer),Lyonel Feininger,(American),(1871),(1956),(Male),1918,Prints & Illustrated Books
Bowl,Tapio Wirkkala,(Finnish),(1915),(1985),(Male),1951,Architecture & Design
"Maison des Patriarches de Jérusalem, rue Mouffetard 81",Eugène Atget,(French),(1857),(1927),(Male),1900,Photography
"Top Withens, West Riding, Yorkshire",Bill Brandt,(British),(1904),(1983),(Male),1945,Photography
Untitled,Paul P.,(Canadian),(1977),,(Male),2003,Drawings
"GOGOL AND CHAGALL, plate XLVIII (frontispiece for volume II) from LES ÂMES MORTES",Marc Chagall,(French),(1887),(1985),(Male),1923-1948,Prints & Illustrated Books
I See You!!!,Louise Bourgeois,(American),(1911),(2010),(Female),2007,Prints & Illustrated Books
FAUST AND MEPHISTOPHELES GALLOPING ON THE WITCHES' SABBATH (plate facing page 135) from FAUST,Eugène Delacroix,(French),(1798),(1863),(Male),1825-1828,Prints & Illustrated Books
"Plate 6 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,(American),(1911),(2010),(Female),2005,Prints & Illustrated Books
Unicorn-in-Capture,Richard Tuttle,(American),(1941),,(Male),2014,Prints & Illustrated Books
Untitled,Mateo López,(Colombian),(1978),,(Male),(2008-2010),Drawings
Untitled,Unknown,(),,,(),c. 1938-1960,Photography
"THE BOY WHO LEFT HOME TO LEARN FEAR: HOME, plate 18 (suite, plate 3) from SIX FAIRY TALES",David Hockney,(British),(1937),,(Male),1969-1970,Prints & Illustrated Books
"Album cover for Various Artists, Svi marš na ples! (Everybody Dance Now!)",Mirko Ilić,(American),(1956),,(Male),1981,Architecture & Design
In-text plate (page 377) from LA 628-E8,Pierre Bonnard,(French),(1867),(1947),(Male),1908,Prints & Illustrated Books
Breaking In from the video tape Shorts,Peter Hutchinson,(British),(1930),,(Male),1973,Drawings
No Title (blue dutch door),Robert Therrien,(American),(1947),,(Male),2003,Drawings
Lunch Break on the Xerox Machine,Marie Losier,(French),(1972),,(Female),2003,Film
Untitled,Mateo López,(Colombian),(1978),,(Male),(2008-2010),Drawings
