Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Main Factor. Which of these was the main factor for leaving?,InstituteViews. Topic:1. I feel the senior leadership had a clear vision and direction,InstituteViews. Topic:2. I was given access to skills training to help me do my job better,InstituteViews. Topic:3. I was given adequate opportunities for personal development,InstituteViews. Topic:4. I was given adequate opportunities for promotion within %Institute]Q25LBL%,InstituteViews. Topic:5. I felt the salary for the job was right for the responsibilities I had,InstituteViews. Topic:6. The organisation recognised when staff did good work,InstituteViews. Topic:7. Management was generally supportive of me,InstituteViews. Topic:8. Management was generally supportive of my team,InstituteViews. Topic:9. I was kept informed of the changes in the organisation which would affect me,InstituteViews. Topic:10. Staff morale was positive within the Institute,InstituteViews. Topic:11. If I had a workplace issue it was dealt with quickly,InstituteViews. Topic:12. If I had a workplace issue it was dealt with efficiently,InstituteViews. Topic:13. If I had a workplace issue it was dealt with discreetly,WorkUnitViews. Topic:14. I was satisfied with the quality of the management and supervision within my work unit,WorkUnitViews. Topic:15. I worked well with my colleagues,WorkUnitViews. Topic:16. My job was challenging and interesting,WorkUnitViews. Topic:17. I was encouraged to use my initiative in the course of my work,WorkUnitViews. Topic:18. I had sufficient contact with other people in my job,WorkUnitViews. Topic:19. I was given adequate support and co-operation by my peers to enable me to do my job,WorkUnitViews. Topic:20. I was able to use the full range of my skills in my job,WorkUnitViews. Topic:21. I was able to use the full range of my abilities in my job. ; Category:Level of Agreement; Question:YOUR VIEWS ABOUT YOUR WORK UNIT],WorkUnitViews. Topic:22. I was able to use the full range of my knowledge in my job,WorkUnitViews. Topic:23. My job provided sufficient variety,WorkUnitViews. Topic:24. I was able to cope with the level of stress and pressure in my job,WorkUnitViews. Topic:25. My job allowed me to balance the demands of work and family to my satisfaction,WorkUnitViews. Topic:26. My supervisor gave me adequate personal recognition and feedback on my performance,"WorkUnitViews. Topic:27. My working environment was satisfactory e.g. sufficient space, good lighting, suitable seating and working area",WorkUnitViews. Topic:28. I was given the opportunity to mentor and coach others in order for me to pass on my skills and knowledge prior to my cessation date,WorkUnitViews. Topic:29. There was adequate communication between staff in my unit,WorkUnitViews. Topic:30. Staff morale was positive within my work unit,Induction. Did you undertake Workplace Induction?,InductionInfo. Topic:Did you undertake a Corporate Induction?,InductionInfo. Topic:Did you undertake a Institute Induction?,InductionInfo. Topic: Did you undertake Team Induction?,InductionInfo. Face to Face Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. On-line Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. Induction Manual Topic:Did you undertake a Corporate Induction?,InductionInfo. Face to Face Topic:Did you undertake a Institute Induction?,InductionInfo. On-line Topic:Did you undertake a Institute Induction?,InductionInfo. Induction Manual Topic:Did you undertake a Institute Induction?,InductionInfo. Face to Face Topic: Did you undertake Team Induction; Category?,InductionInfo. On-line Topic: Did you undertake Team Induction?process you undertook and how it was conducted.],InductionInfo. Induction Manual Topic: Did you undertake Team Induction?,Workplace. Topic:Did you and your Manager develop a Performance and Professional Development Plan (PPDP)?,Workplace. Topic:Does your workplace promote a work culture free from all forms of unlawful discrimination?,Workplace. Topic:Does your workplace promote and practice the principles of employment equity?,Workplace. Topic:Does your workplace value the diversity of its employees?,Workplace. Topic:Would you recommend the Institute as an employer to others?,Gender. What is your Gender?,CurrentAge. Current Age,Employment Type. Employment Type,Classification. Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
6.34975203429336E+017,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34975260386719E+017,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,No,Yes,No,No,Male,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.3497631483625E+017,SkillsTech Australia,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Strongly Disagree,Yes,No,Yes,No,-,-,-,-,On-line,-,-,-,-,Yes,No,No,No,No,Male,46  50,Permanent Full-time,Teacher (including LVT),7-10,Less than 1 year
6.34977079348281E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Agree,Strongly Agree,Neutral,Not Applicable,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Not Applicable,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,46  50,Temporary Full-time,Administration (AO),5-6,Less than 1 year
6.34977844954805E+017,SkillsTech Australia,Delivery (teaching),2012,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,On-line,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,21  25,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
6.34982066598317E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Teacher (including LVT),7-10,7-10
6.34982246838125E+017,Tropical North Institute of TAFE,Non-Delivery (corporate),2013,Retirement,-,-,-,-,Maternity/Family,-,-,-,-,Travel,Other,-,Other,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,Induction Manual,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Part-time,Professional Officer (PO),5-6,1-2
6.34985719186563E+017,Mount Isa Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,,,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Temporary Full-time,Teacher (including LVT),3-4,3-4
6.34988299157536E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Contract Expired,,,,,,,,,,,,,,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,Induction Manual,Face to Face,-,-,Yes,Yes,Yes,Yes,,Female,46  50,Temporary Part-time,Teacher (including LVT),1-2,1-2
6.3499166642113E+017,SkillsTech Australia,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Career Move - Private Sector,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Yes,,Yes,,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,No,Yes,Male,36  40,Temporary Full-time,Teacher (including LVT),1-2,1-2
6.3499269435863E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,26  30,Temporary Part-time,Teacher (including LVT),Less than 1 year,7-10
6.34992856383005E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Termination,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Not Applicable,Not Applicable,Not Applicable,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,No,,,,,,,,,,,,,No,No,No,No,No,Female,56 or older,Contract/casual,Teacher (including LVT),5-6,5-6
6.34992898379375E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Termination,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,,,,,,,,,,,,,No,No,No,No,No,,,,,,
6.34995296716719E+017,Tropical North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,Interpersonal Conflict,-,-,-,-,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Applicable,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,51-55,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34998528620661E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Study,-,-,-,Career Move - Private Sector,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,46  50,Temporary Part-time,Administration (AO),1-2,1-2
6.34999429878281E+017,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Not Applicable,Agree,Agree,Yes,Yes,Yes,Yes,-,On-line,-,-,On-line,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,41  45,Permanent Part-time,Administration (AO),3-4,3-4
6.35000251520036E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Job Dissatisfaction,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,46  50,Permanent Full-time,Administration (AO),5-6,More than 20 years
6.35000261847849E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Yes,No,Yes,No,-,-,-,Face to Face,-,Induction Manual,Face to Face,-,Induction Manual,No,No,No,No,No,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,7-10
6.35000328156094E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Contract Expired,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,21  25,Temporary Full-time,Administration (AO),1-2,1-2
6.35004545579724E+017,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.35005511729063E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,Strongly Agree,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Yes,No,Yes,No,-,-,-,Face to Face,On-line,-,-,-,-,No,Yes,Yes,Yes,Yes,,,,,,
6.3500553279375E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.35005552776094E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.35010751412813E+017,Central Queensland Institute of TAFE,Delivery (teaching),2013,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,On-line,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.35010822773594E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Yes,,,,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,26  30,Temporary Full-time,Administration (AO),3-4,3-4
6.35012419902813E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.35012661372849E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Yes,,Yes,No,-,On-line,-,Face to Face,On-line,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,46  50,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.35013239645781E+017,Tropical North Institute of TAFE,Non-Delivery (corporate),2013,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.35016601672188E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,41  45,Temporary Full-time,Administration (AO),1-2,1-2
6.350170168575E+017,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Not Applicable,Strongly Disagree,,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree,Not Applicable,Strongly Disagree,Strongly Disagree,Yes,No,No,No,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,51-55,Temporary Part-time,Operational (OO),Less than 1 year,Less than 1 year
6.35017508419688E+017,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,Other,-,Dissatisfaction with %[Institute]Q25LBL%,Disagree,Strongly Disagree,Disagree,Not Applicable,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Yes,Yes,Yes,No,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,No,Male,51-55,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.35019417764844E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Applicable,Agree,Strongly Disagree,No,,,,-,-,-,-,-,-,-,-,-,No,Yes,Yes,No,No,Female,41  45,Contract/casual,Administration (AO),1-2,Less than 1 year
6.35021852425625E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,No,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.35025280694687E+017,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Administration (AO),3-4,3-4
6.35027942448125E+017,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,,,,-,-,-,-,-,-,-,-,-,,,,,Yes,Female,56 or older,Temporary Part-time,Operational (OO),1-2,1-2
6.35030575197812E+017,Brisbane North Institute of TAFE,Delivery (teaching),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,41  45,Permanent Full-time,Administration (AO),5-6,3-4
6.35031425678438E+017,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.35035655232813E+017,Mount Isa Institute of TAFE,Non-Delivery (corporate),2013,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,Yes,,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,26  30,Permanent Part-time,Administration (AO),Less than 1 year,Less than 1 year
