ID,SeparationType,Cease Date,DETE Start Date,Role Start Date,Position,Classification,Region,Business Unit,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Professional Development,Opportunities for promotion,Staff morale,Workplace issue,Physical environment,Worklife balance,Stress and pressure support,Performance of supervisor,Peer support,Initiative,Skills,Coach,Career Aspirations,Feedback,Further PD,Communication,My say,Information,Kept informed,Wellness programs,Health & Safety,Gender,Age,Aboriginal,Torres Strait,South Sea,Disability,NESB
707,Age Retirement,11/2013,1984,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,M,A,A,A,A,A,A,A,A,A,M,M,M,M,A,A,A,A,A,A,Female,61 or older,,,,,
708,Age Retirement,12/2013,1976,1976,Teacher Aide,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,A,SA,A,A,A,A,SA,A,A,A,A,A,A,A,A,A,A,Female,61 or older,,,,,
709,Ill Health Retirement,11/2013,2007,2008,Other,,Central Office,Education Queensland,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SA,A,A,A,A,SA,SA,SA,SA,SA,SA,A,SA,SA,A,A,A,A,SA,SA,SA,Female,41-45,,,,,Yes
710,Ill Health Retirement,Not Stated,Not Stated,Not Stated,Cleaner,,Far North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,N/A,A,A,A,A,N/A,A,A,A,A,A,N/A,A,N/A,A,A,A,A,N/A,A,Female,,Yes,,,,
711,Resignation-Other employer,Not Stated,Not Stated,Not Stated,Teacher,Primary,Central Office,Education Queensland,Permanent Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,A,D,N,A,SA,D,N,N,SA,SA,A,N,A,N,A,A,A,SA,A,N,A,Female,51-55,,,,,
712,Other,12/2013,1990,1990,Teacher Aide,,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,D,A,D,D,A,A,A,SA,N,A,D,D,N,D,D,D,N,D,A,N,Female,56-60,,,,,
713,Age Retirement,01/2014,1978,1978,Teacher,,Central Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,N,A,SA,SA,SA,SA,SA,SA,SA,SA,A,A,SA,N,SA,SA,SA,SA,N,N,Male,61 or older,,,,,
714,Resignation-Other reasons,12/2013,Not Stated,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,A,N,A,A,A,A,A,A,A,A,N,A,A,A,A,A,A,A,A,Female,61 or older,,,,,
715,Age Retirement,12/2013,1976,2001,Teacher,Special Education,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,A,N,N,N,A,A,A,A,A,A,A,N,A,A,A,A,A,Female,56-60,,,,,
716,Age Retirement,11/2013,1979,1979,Teacher,Primary,South East,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,SA,A,SA,A,A,SA,SA,SA,SA,SA,A,A,SA,A,SA,SA,SA,SA,A,SA,Male,56-60,,,,,
717,Contract Expired,12/2013,2010,2013,Teacher Aide,,North Queensland,,Temporary Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,A,A,A,SA,SA,SA,SA,SA,A,N,A,A,A,A,A,A,A,A,A,Female,36-40,,,,,
718,Resignation-Other reasons,12/2013,2000,2001,Teacher Aide,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,N,N,A,A,A,N,N,A,N,A,A,N,N,A,A,A,A,A,A,A,Female,51-55,,,,,
719,Age Retirement,10/2013,1992,2003,Public Servant,A01-A04,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,A,SD,D,SD,A,D,D,D,A,D,D,SD,SD,SD,SD,D,SD,N,D,A,A,Female,61 or older,,,,,
720,Contract Expired,Not Stated,2013,2013,Technical Officer,,Central Office,Training and Tertiary Education Queensland,Temporary Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,D,A,A,A,A,A,A,A,A,A,N,N,N,A,A,A,A,A,N,Male,41-45,,,,,
721,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,D,N,D,N,D,N,D,N,D,N,D,A,A,A,A,A,A,A,D,D,Male,26-30,,,,,
722,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Temporary Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,A,SA,Male,31-35,,,,,Yes
723,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,D,SD,A,A,A,SA,A,SA,SA,SA,A,N,N,A,N,A,N,A,N,N,N,Male,21-25,,,,,
724,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N/A,A,N,N,A,A,A,A,A,N,N/A,N/A,N,N/A,N,N,A,A,A,A,Male,51-55,,,,,
725,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,A,A,A,A,A,A,A,A,A,N,N,A,N,A,A,A,A,A,A,Male,31-35,,,,,
726,Resignation-Other reasons,Not Stated,1984,Not Stated,Teacher,Primary,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,SD,N,SD,SD,A,SA,A,SD,A,SD,SD,SD,SD,SD,SD,A,SD,N,N,SD,N,Female,46-50,,,,,
727,Contract Expired,Not Stated,2013,2013,Public Servant,A01-A04,Metropolitan,,Temporary Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,A,A,A,A,A,A,SA,N,N,N,A,A,A,A,A,A,A,N,N,Male,26-30,,,,,
728,Resignation-Other employer,01/2014,1975,1987,Head of Curriculum/Head of Special Education,,Far North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,A,A,N,A,SD,D,A,SA,A,A,N,N,A,A,A,A,A,A,N,N,Male,56-60,,,,,
729,Resignation-Other reasons,01/2014,1980,2003,Teacher,Secondary,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,A,A,A,A,N,N,N,A,A,A,A,N,N,N,N,N,A,A,N,A,Female,51-55,,,,,
730,Age Retirement,01/2014,1975,2013,Teacher,Primary,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,A,D,N,A,A,D,N,A,A,A,N,N,A,A,A,A,A,A,A,N,N,Female,56-60,,,,,
731,Age Retirement,Not Stated,1978,2004,Deputy Principal,,North Coast,,Permanent Full-time,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,A,SA,A,A,D,A,N,A,A,A,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Male,56-60,,,,,
732,Resignation-Other employer,12/2013,1999,1999,Teacher Aide,,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Female,46-50,,,,,
733,Resignation-Other reasons,01/2014,1992,1997,Technical Officer,,Central Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,SD,N,D,D,D,A,SD,D,A,A,A,N,SD,SD,N,A,A,A,A,A,A,Male,56-60,,,,,
734,Age Retirement,01/2014,1969,1985,Head of Curriculum/Head of Special Education,,Metropolitan,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N,A,D,N,A,D,A,A,SA,A,SA,SA,D,D,A,N,A,A,A,N,SA,Male,61 or older,,,,,
735,Age Retirement,Not Stated,1976,1976,Teacher Aide,,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,A,A,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,61 or older,,,,,
736,Voluntary Early Retirement (VER),10/2013,1989,1989,Teacher Aide,,Metropolitan,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,61 or older,,,,,
737,Resignation-Move overseas/interstate,10/2013,2006,Not Stated,Cleaner,,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,61 or older,,,,,
738,Age Retirement,10/2013,1999,2002,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,A,A,A,N,A,D,N,A,N,A,A,A,A,A,A,N,A,A,A,N,N,Female,56-60,,,,,
739,Resignation-Other reasons,10/2013,1999,2004,Teacher,Special Education,South East,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,A,N,N,A,SA,A,A,A,A,A,A,A,A,A,A,A,A,Male,56-60,,,,,
740,Ill Health Retirement,10/2013,1997,2000,Teacher Aide,,North Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,A,N,A,A,A,A,A,A,A,A,A,A,A,N,N,A,A,A,D,D,Female,61 or older,,,,,
741,Age Retirement,Not Stated,1975,1999,Teacher,Secondary,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,SA,A,A,A,N,SA,SA,SA,SA,A,A,SA,A,N,A,A,SA,SA,A,SA,Female,56-60,,,,,
742,Age Retirement,Not Stated,1985,1985,Teacher,Primary,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N,N,N,N,N,N,N,N,N,N,N,N,A,A,SD,SD,D,SD,SD,SD,SD,,61 or older,,,,,
743,Contract Expired,01/2014,1983,2001,Teacher,Primary,Not Stated,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,SA,A,D,A,A,N,SA,N,A,A,N,A,A,A,A,A,A,N,A,Female,61 or older,,,,,
744,Age Retirement,01/2014,1995,2003,Teacher,Primary,Metropolitan,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Female,51-55,,,,,
745,Age Retirement,09/2014,1986,2012,Teacher,Primary,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,N,N,A,A,D,N,A,A,SA,SA,A,A,N,SA,SA,SA,SA,SD,D,Female,61 or older,,,,,
746,Resignation-Other employer,12/2013,1991,2004,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,D,Female,41-45,,,,,
747,Age Retirement,Not Stated,Not Stated,Not Stated,Guidance Officer,,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SD,SD,D,SD,D,SD,SD,SD,N/A,N/A,SD,SD,SD,SD,SD,SD,D,SD,D,D,SD,Male,56-60,,,,,
748,Age Retirement,01/2014,2003,2003,Teacher,Middle,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SA,N,SA,N/A,A,A,A,SA,SA,A,A,A,D,D,N/A,SA,SA,SA,SA,SA,SA,Female,56-60,,,,,
749,Resignation-Move overseas/interstate,01/2014,2008,2008,Teacher,Primary,North Coast,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,41-45,,,,,
750,Age Retirement,12/2013,1996,1996,Teacher,Special Education,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,A,A,A,A,A,A,A,A,A,A,SA,A,A,A,A,A,A,A,A,Female,61 or older,,,,,
751,Voluntary Early Retirement (VER),Not Stated,Not Stated,Not Stated,Teacher,Primary,North Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,N,D,N/A,A,D,SD,D,D,A,A,D,N/A,A,N/A,A,A,A,A,M,A,Female,51-55,,,,,
752,Age Retirement,01/2014,1983,1983,Teacher,Primary,North Coast,,Temporary Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,N,A,A,A,A,A,SA,N,N,A,D,A,A,A,A,SA,SA,SA,SA,Female,61 or older,,,,,
753,Resignation-Other reasons,12/2013,2005,2005,Cleaner,,Central Office,Education Queensland,Permanent Part-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,SD,D,SD,A,A,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,Male,61 or older,,,,,
754,Resignation-Other reasons,11/2013,1998,Not Stated,Teacher Aide,,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,A,N,N,A,A,A,A,A,SA,SA,SA,SA,N,A,A,N,A,A,A,N,N,Female,46-50,,,,Yes,
755,Resignation-Other employer,11/2013,2004,2011,Teacher,Primary,Central Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SA,SA,D,N,SA,SD,N,N,SA,SA,SA,SD,A,A,A,N,A,A,A,A,A,Female,31-35,,,,,
756,Age Retirement,Not Stated,1988,2013,Public Servant,A01-A04,Far North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,A,A,A,D,A,A,SA,SA,SA,SA,SA,N/A,N/A,N/A,A,A,A,A,A,A,,61 or older,,,,,
757,Resignation-Other employer,12/2013,2012,2013,Teacher,Primary,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N,N,A,A,A,A,A,A,A,A,N,N,N,A,N,A,A,A,A,A,A,Female,41-45,,,,,
758,Age Retirement,11/2013,1970,2000,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,A,A,A,A,A,A,A,A,SA,SA,SA,SA,SA,SA,A,SA,A,A,A,SA,Female,56-60,,,,,
759,Age Retirement,01/2014,1975,1991,Head of Curriculum/Head of Special Education,,Darling Downs South West,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,A,A,N,D,N,D,N,A,A,N,A,D,N,D,A,A,A,A,SD,N,Male,56-60,,,,,
760,Age Retirement,12/2013,1976,1999,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,SA,D,N,A,D,D,N,SD,N,A,D,SD,N/A,D,D,A,SD,N,D,N,Male,56-60,,,,,
761,Voluntary Early Retirement (VER),12/2013,1981,1998,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,D,D,A,A,D,D,A,A,A,A,N,A,A,A,D,A,A,A,A,Female,51-55,,,,,
762,Contract Expired,Not Stated,2011,2012,Teacher,Special Education,Darling Downs South West,,Temporary Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,N,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,N,SA,A,SA,SA,SA,SA,Female,51-55,,,,,
763,Other,12/2013,Not Stated,Not Stated,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,A,A,A,D,A,D,A,D,D,A,A,A,A,SD,SD,SD,SD,SD,A,A,Female,51-55,,,,,
764,Resignation-Other employer,07/2006,2006,2006,Teacher,Primary,Metropolitan,,Permanent Part-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,D,N,A,A,A,A,A,A,A,A,A,A,D,N,N,N,N,A,A,N,A,Female,41-45,,,,,
765,Age Retirement,12/2013,1997,2005,Teacher Aide,,Central Queensland,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Female,56-60,,,,,
766,Age Retirement,Not Stated,1978,1995,Teacher,Primary,Far North Queensland,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,A,A,N,N,A,D,N,N,A,A,A,A,N,N,A,A,A,A,N,A,A,Female,51-55,,,,,
767,Age Retirement,01/2014,1983,1983,Teacher,Secondary,Metropolitan,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SA,A,SD,SD,A,N,N,SD,A,SD,SD,N,SD,SD,SD,A,SD,A,SD,SD,SA,Male,51-55,,,,,
768,Resignation-Other employer,01/2014,2007,2007,Teacher,Primary,Metropolitan,,Permanent Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,D,A,A,D,SA,A,N,A,SA,A,N,D,N,A,A,A,A,A,A,N,Male,26-30,,,,,
769,Age Retirement,12/2013,1992,1992,Teacher,Primary,North Coast,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A,N,D,N,N,A,D,D,N,A,A,A,D,N,N,SD,N,D,D,A,A,Female,61 or older,,,,,
770,Ill Health Retirement,02/2014,1976,1993,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SA,SD,SD,SD,SA,N,N,D,N,A,Male,56-60,,,,,
771,Resignation-Other reasons,11/2013,2008,Not Stated,Teacher Aide,,South East,,Permanent Full-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,N,N/A,N,N,A,SD,N,A,SA,N,N,SD,N/A,N,N,SD,SD,SD,D,N,N,Female,46-50,,,,,
772,Resignation-Other reasons,Not Stated,1987,1987,Cleaner,,Darling Downs South West,,Permanent Part-time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SA,N/A,SA,N/A,A,A,A,SA,SA,SA,SA,SA,N/A,SA,N/A,SA,SA,SA,SA,N/A,A,Female,61 or older,,,,,
773,Resignation-Other employer,01/2014,2002,2007,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,Male,36-40,,,,,
