last_name,first_name,birthday,gender,type,state,party
Sutphin,William,1887-08-30,M,rep,NJ,Democrat
Sweeney,Martin,1885-04-15,M,rep,OH,Democrat
Taylor,Edward,1858-06-19,M,rep,CO,Democrat
Tenerowicz,Rudolph,1890-06-14,,rep,MI,Democrat
Terry,David,1881-01-31,M,rep,AR,Democrat
Thill,Lewis,1903-10-18,M,rep,WI,Republican
Tinkham,George,1870-10-29,M,rep,MA,Republican
Tunnell,James,1879-08-02,M,sen,DE,Democrat
Vreeland,Albert,1901-07-02,M,rep,NJ,Republican
Walsh,David,1872-11-11,M,sen,MA,Democrat
Wheeler,Burton,1882-02-27,,sen,MT,Democrat
Williams,Clyde,1873-10-13,,rep,MO,Democrat
Willis,Raymond,1875-08-11,M,sen,IN,Republican
Youngdahl,Oscar,1893-10-13,M,rep,MN,Republican
Nelson,Arthur,1892-05-10,M,sen,MN,Republican
Scrugham,James,1880-01-19,M,sen,NV,Democrat
Shott,Hugh,1866-09-03,M,sen,WV,Republican
Bailey,Josiah,1873-09-14,M,sen,NC,Democrat
Ball,Joseph,1905-11-03,M,sen,MN,Republican
Bankhead,John,1872-07-08,M,sen,AL,Democrat
Brooks,Charles,1897-03-08,M,sen,IL,Republican
Buck,Clayton,1890-03-21,,sen,DE,Republican
Burchill,Thomas,1882-08-03,M,rep,NY,Democrat
Bushfield,Harlan,1882-08-06,,sen,SD,Republican
Capozzoli,Louis,1901-03-06,M,rep,NY,Democrat
Capper,Arthur,1865-07-14,M,sen,KS,Republican
Carrier,Chester,1897-05-05,M,rep,KY,Republican
Carter,Albert,1881-07-05,M,rep,CA,Republican
Chandler,Albert,1898-07-14,M,sen,KY,Democrat
Compton,C.,1878-09-16,,rep,CT,Republican
Costello,John,1903-01-15,M,rep,CA,Democrat
Creal,Edward,1883-11-20,M,rep,KY,Democrat
Culkin,Francis,1874-11-10,,rep,NY,Republican
Cullen,Thomas,1868-03-29,M,rep,NY,Democrat
Day,Stephen,1882-07-13,M,rep,IL,Republican
Dewey,Charles,1880-11-10,M,rep,IL,Republican
Dilweg,LaVern,1903-11-01,,rep,WI,Democrat
Dimond,Anthony,1881-11-30,M,rep,AK,Democrat
Disney,Wesley,1883-10-31,,rep,OK,Democrat
Ditter,John,1888-09-05,M,rep,PA,Republican
Douglas,Fred,1869-09-14,M,rep,NY,Republican
Elizalde,Joaquin,1896-08-02,,rep,PI,
Ellison,Daniel,1886-02-14,M,rep,MD,Republican
Elmer,William,1871-03-02,M,rep,MO,Republican
Englebright,Harry,1884-01-02,M,rep,CA,Republican
Fay,James,1899-04-29,M,rep,NY,Democrat
Fish,Hamilton,1888-12-07,,rep,NY,Republican
Fitzpatrick,James,1869-06-27,M,rep,NY,Democrat
Ford,Thomas,1873-02-18,M,rep,CA,Democrat
Fulmer,Hampton,1875-06-23,,rep,SC,Democrat
Fulmer,Willa,1884-02-03,,rep,SC,Democrat
Furlong,Robert,1886-01-04,M,rep,PA,Democrat
Gale,Richard,1900-10-30,M,rep,MN,Republican
Gavagan,Joseph,1892-08-20,M,rep,NY,Democrat
Gilchrist,Fred,1868-06-02,M,rep,IA,Republican
Glass,Carter,1858-01-04,,sen,VA,Democrat
Green,Robert,1892-02-10,M,rep,FL,Democrat
Guyer,Ulysses,1868-12-13,,rep,KS,Republican
Harris,Winder,1888-12-03,,rep,VA,Democrat
Hatch,Carl,1889-11-27,M,sen,NM,Democrat
Hawkes,Albert,1878-11-20,M,sen,NJ,Republican
Jeffrey,Harry,1901-12-26,M,rep,OH,Republican
Johnson,Calvin,1898-11-22,,rep,IL,Republican
Johnson,William,1892-03-09,M,rep,CA,Republican
Kennedy,Martin,1892-08-29,M,rep,NY,Democrat
Kleberg,Richard,1887-11-18,M,rep,TX,Democrat
Lambertson,William,1880-03-23,M,rep,KS,Republican
Lewis,Lawrence,1879-06-22,M,rep,CO,Democrat
Maas,Melvin,1898-05-14,,rep,MN,Republican
McCord,Jim,1879-03-17,,rep,TN,Democrat
McGranery,James,1895-07-08,M,rep,PA,Democrat
McLean,Donald,1884-03-18,M,rep,NJ,Republican
McMurray,Howard,1901-03-03,M,rep,WI,Democrat
McNary,Charles,1874-06-12,M,sen,OR,Republican
McWilliams,John,1891-07-23,M,rep,CT,Republican
Merritt,Matthew,1895-04-02,M,rep,NY,Democrat
Miller,Louis,1899-04-30,M,rep,MO,Republican
Miller,Thomas,1896-08-11,M,rep,PA,Republican
Monkiewicz,Boleslaus,1898-08-08,,rep,CT,Republican
Moore,Edward,1871-11-19,M,sen,OK,Republican
Morrison,Cameron,1869-10-05,,rep,NC,Democrat
Mruk,Joseph,1903-11-06,M,rep,NY,Republican
Newsome,John,1893-02-13,M,rep,AL,Democrat
Nichols,John,1896-08-31,M,rep,OK,Democrat
O'Brien,Joseph,1897-10-09,M,rep,NY,Republican
O'Daniel,Wilbert,1890-03-11,,sen,TX,Democrat
O'Leary,James,1889-04-23,M,rep,NY,Democrat
Pagán,Bolívar,1897-05-16,,rep,PR,Coalitionist
Patton,Nat,1881-02-26,,rep,TX,Democrat
Pracht,Charles,1880-10-20,M,rep,PA,Republican
Pratt,Joseph,1891-09-04,M,rep,PA,Republican
Robertson,Edward,1881-05-27,M,sen,WY,Republican
Rogers,William,1911-10-20,M,rep,CA,Democrat
Rolph,Thomas,1885-01-17,M,rep,CA,Republican
Rowe,Edmund,1892-12-21,M,rep,OH,Republican
Sauthoff,Harry,1879-06-03,M,rep,WI,Progressive
Scanlon,Thomas,1896-09-18,M,rep,PA,Democrat
Schiffler,Andrew,1889-08-10,M,rep,WV,Republican
Schuetz,Leonard,1887-11-16,M,rep,IL,Democrat
Smith,Joseph,1880-05-22,M,rep,WV,Democrat
Stanley,Winifred,1909-08-14,,rep,NY,Republican
Starnes,Joe,1895-03-31,,rep,AL,Democrat
Steagall,Henry,1873-05-19,M,rep,AL,Democrat
Stearns,Foster,1881-07-29,,rep,NH,Republican
Stewart,Arthur,1892-01-11,M,sen,TN,Democrat
Sullivan,Maurice,1884-12-07,,rep,NV,Democrat
Thomas,John,1874-01-04,M,sen,ID,Republican
Treadway,Allen,1867-09-16,,rep,MA,Republican
Troutman,William,1905-01-13,M,rep,PA,Republican
Vincent,Beverly,1890-03-28,,rep,KY,Democrat
Walsh,Arthur,1896-02-26,M,sen,NJ,Democrat
Ward,David,1871-09-17,M,rep,MD,Democrat
Wene,Elmer,1892-05-01,,rep,NJ,Democrat
Wheat,William,1879-02-19,M,rep,IL,Republican
Whelchel,Benjamin,1895-12-16,M,rep,GA,Democrat
White,Wallace,1877-08-06,,sen,ME,Republican
Willey,Earle,1889-07-21,,rep,DE,Republican
Wilson,George,1884-04-01,M,sen,IA,Republican
Wright,James,1902-08-11,M,rep,PA,Democrat
Hall,Wilton,1901-03-11,,sen,SC,Democrat
Jackson,Samuel,1895-05-28,M,sen,IN,Democrat
Weeks,Sinclair,1893-06-15,,sen,MA,Republican
Adams,Sherman,1899-01-08,,rep,NH,Republican
Baldwin,Harry,1894-08-21,M,rep,MD,Democrat
Baldwin,Joseph,1897-01-11,M,rep,NY,Republican
Barry,William,1902-07-21,M,rep,NY,Democrat
Bennet,Augustus,1897-10-07,M,rep,NY,Republican
Boren,Lyle,1909-05-11,,rep,OK,Democrat
Bradley,Michael,1897-05-24,M,rep,PA,Democrat
Briggs,Frank,1894-02-25,M,sen,MO,Democrat
Brumbaugh,David,1894-10-08,M,rep,PA,Republican
Bunker,Berkeley,1906-08-12,,rep,NV,Democrat
Burgin,William,1877-07-28,M,rep,NC,Democrat
Campbell,Howard,1890-01-04,M,rep,PA,Republican
Cannon,Arthur,1904-05-22,M,rep,FL,Democrat
Carville,Edward,1885-05-14,M,sen,NV,Democrat
Cochran,John,1880-08-11,M,rep,MO,Democrat
Coffee,John,1897-01-23,M,rep,WA,Democrat
Curley,James,1874-11-20,M,rep,MA,Democrat
Daughton,Ralph,1885-09-23,M,rep,VA,Democrat
De Lacy,Emerson,1910-05-09,,rep,WA,Democrat
Dickstein,Samuel,1885-02-05,M,rep,NY,Democrat
Donnell,Forrest,1884-08-20,,sen,MO,Republican
Douglas,Emily,1899-04-10,,rep,IL,Democrat
Downey,Sheridan,1884-03-11,,sen,CA,Democrat
Earthman,Harold,1900-04-13,M,rep,TN,Democrat
Ervin,Joseph,1901-03-03,M,rep,NC,Democrat
Gallagher,William,1875-05-13,M,rep,MN,Democrat
Gardner,Edward,1898-08-07,M,rep,OH,Democrat
Geelan,James,1901-08-11,M,rep,CT,Democrat
Gibson,John,1893-01-03,M,rep,GA,Democrat
Gillespie,Dean,1884-05-03,,rep,CO,Republican
Gossett,Charles,1888-09-02,M,sen,ID,Democrat
Gurney,John,1896-05-21,M,sen,SD,Republican
Hancock,Clarence,1885-02-13,,rep,NY,Republican
Hare,Butler,1875-11-25,,rep,SC,Democrat
Hart,Thomas,1877-06-12,M,sen,CT,Republican
Healy,Ned,1905-08-09,,rep,CA,Democrat
Heidinger,James,1882-07-17,M,rep,IL,Republican
Henry,Robert,1890-02-09,M,rep,WI,Republican
Hoch,Daniel,1866-01-31,M,rep,PA,Democrat
Hoffman,Carl,1896-08-12,M,rep,PA,Republican
Holmes,Pehr,1881-04-09,,rep,MA,Republican
Hook,Frank,1893-05-26,M,rep,MI,Democrat
Huffman,James,1894-09-13,M,sen,OH,Democrat
Izac,Edouard,1891-12-18,,rep,CA,Democrat
Johnson,Jed,1888-07-31,,rep,OK,Democrat
Johnson,Luther,1875-10-29,M,rep,TX,Democrat
Kelly,Edward,1892-04-03,M,rep,IL,Democrat
Kinzer,John,1874-03-28,M,rep,PA,Republican
Kopplemann,Herman,1880-05-01,M,rep,CT,Democrat
La Follette,Charles,1898-02-27,M,rep,IN,Republican
Lanham,Fritz,1880-01-03,,rep,TX,Democrat
Link,William,1884-02-12,M,rep,IL,Democrat
Lucas,Scott,1892-02-19,,sen,IL,Democrat
Luce,Clare,1903-03-10,,rep,CT,Republican
Maloney,Paul,1876-02-14,M,rep,LA,Democrat
Mankin,Helen,1896-09-11,,rep,GA,Democrat
May,Andrew,1875-06-24,M,rep,KY,Democrat
McGehee,Daniel,1883-09-10,M,rep,MS,Democrat
McGlinchey,Herbert,1904-11-07,M,rep,PA,Democrat
McKenzie,Charles,1896-10-03,M,rep,LA,Democrat
Moses,John,1885-06-12,M,sen,ND,Democrat
Mott,James,1883-11-12,M,rep,OR,Republican
Murphy,John,1902-04-26,M,rep,PA,Democrat
Myers,Francis,1901-12-18,,sen,PA,Democrat
O'Connor,James,1878-05-07,M,rep,MT,Democrat
O'Neal,Emmet,1887-04-14,,rep,KY,Democrat
Outland,George,1906-10-08,M,rep,CA,Democrat
Overton,John,1875-09-17,M,sen,LA,Democrat
Patrick,Luther,1894-01-23,M,rep,AL,Democrat
Patterson,Ellis,1897-11-28,,rep,CA,Democrat
Peterson,Hugh,1898-08-21,M,rep,GA,Democrat
Pittenger,William,1885-12-29,M,rep,MN,Republican
Piñero,Jesús,1897-04-16,,rep,PR,Popular Democrat
Powers,David,1896-07-29,M,rep,NJ,Republican
Pratt,Eliza,1902-03-05,,rep,NC,Democrat
Quinn,Peter,1904-05-10,M,rep,NY,Democrat
Ramspeck,Robert,1890-09-05,M,rep,GA,Democrat
Reed,Clyde,1871-10-19,,sen,KS,Republican
Resa,Alexander,1887-08-04,M,rep,IL,Democrat
Robinson,James,1878-01-19,M,rep,UT,Democrat
Rodgers,Robert,1875-06-02,M,rep,PA,Republican
Roe,Dudley,1881-03-23,M,rep,MD,Democrat
Roe,James,1896-07-09,M,rep,NY,Democrat
Rogers,George,1887-03-19,M,rep,NY,Democrat
Romulo,Carlos,1899-01-14,,rep,PI,
Rowan,William,1882-11-24,M,rep,IL,Democrat
Russell,Sam,1889-08-09,,rep,TX,Democrat
Ryter,Joseph,1914-02-04,M,rep,CT,Democrat
Satterfield,Dave,1894-09-11,,rep,VA,Democrat
Savage,Charles,1906-04-12,M,rep,WA,Democrat
Sharp,Edgar,1876-06-03,M,rep,NY,Republican
Sheridan,John,1902-09-15,M,rep,PA,Democrat
Slaughter,Roger,1905-07-17,M,rep,MO,Democrat
Snyder,John,1877-07-30,M,rep,PA,Democrat
Stanfill,William,1892-01-16,M,sen,KY,Republican
Starkey,Frank,1892-02-18,M,rep,MN,Democrat
Stewart,Paul,1892-02-27,M,rep,OK,Democrat
Sumner,Jessie,1898-07-17,,rep,IL,Republican
Sumners,Hatton,1875-05-30,,rep,TX,Democrat
Talbot,Joseph,1901-03-18,M,rep,CT,Republican
Tarver,Malcolm,1885-09-25,,rep,GA,Democrat
Taylor,Glen,1904-04-12,,sen,ID,Democrat
Thom,William,1885-07-07,M,rep,OH,Democrat
Thomas,Elbert,1883-06-17,,sen,UT,Democrat
Thomas,John,1876-09-08,M,sen,OK,Democrat
Tolan,John,1877-01-15,M,rep,CA,Democrat
Torrens,James,1874-09-12,M,rep,NY,Democrat
Traynor,Philip,1874-05-31,M,rep,DE,Democrat
Tydings,Millard,1890-04-06,,sen,MD,Democrat
Voorhis,Horace,1901-04-06,,rep,CA,Democrat
Wagner,Robert,1877-06-08,M,sen,NY,Democrat
Wasielewski,Thaddeus,1904-12-02,,rep,WI,Democrat
Weaver,Zebulon,1872-05-12,,rep,NC,Democrat
Weiss,Samuel,1902-04-15,M,rep,PA,Democrat
Winter,Thomas,1896-07-07,M,rep,KS,Republican
Wolfenden,James,1889-07-25,M,rep,PA,Republican
Woodrum,Clifton,1887-04-27,,rep,VA,Democrat
Truman,Harry,1884-05-08,M,sen,MO,Democrat
Baldwin,Raymond,1893-08-31,M,sen,CT,Republican
Burch,Thomas,1869-07-03,M,sen,VA,Democrat
Cain,Harry,1906-01-10,M,sen,WA,Republican
Swift,George,1887-12-19,M,sen,AL,Democrat
Taft,Kingsley,1903-07-19,,sen,OH,Republican
Umstead,William,1895-05-13,M,sen,NC,Democrat
Almond,James,1898-06-15,M,rep,VA,Democrat
Andrews,Walter,1889-07-16,M,rep,NY,Republican
Arnold,Samuel,1879-09-21,M,rep,MO,Republican
Banta,Parke,1891-11-21,,rep,MO,Republican
Bell,Charles,1885-01-16,M,rep,MO,Democrat
Bennett,Marion,1914-06-06,,rep,MO,Republican
Bradley,Frederick,1898-04-12,M,rep,MI,Republican
Bradley,Willis,1884-06-28,,rep,CA,Republican
Brewster,Ralph,1888-02-22,M,sen,ME,Republican
Brophy,John,1901-10-08,M,rep,WI,Republican
Buck,Ellsworth,1892-07-03,,rep,NY,Republican
Burke,Raymond,1881-11-04,M,rep,OH,Republican
Carson,Henderson,1893-10-25,,rep,OH,Republican
Chadwick,E.,1884-01-17,,rep,PA,Republican
Clark,Jerome,1882-04-05,,rep,NC,Democrat
Clason,Charles,1890-09-03,M,rep,MA,Republican
Clippinger,Roy,1886-01-13,,rep,IL,Republican
Coffin,Howard,1877-06-11,M,rep,MI,Republican
Connally,Thomas,1877-08-19,M,sen,TX,Democrat
Courtney,William,1889-09-07,M,rep,TN,Democrat
Cravens,William,1899-02-15,M,rep,AR,Democrat
Crow,William,1902-01-22,M,rep,PA,Republican
D'Alesandro,Thomas,1903-08-01,M,rep,MD,Democrat
Delaney,John,1878-08-21,M,rep,NY,Democrat
Devitt,Edward,1911-05-05,M,rep,MN,Republican
Domengeaux,James,1907-01-06,M,rep,LA,Democrat
Drewry,Patrick,1875-05-24,M,rep,VA,Democrat
Ecton,Zales,1898-04-01,,sen,MT,Republican
Elliott,Alfred,1895-06-01,M,rep,CA,Democrat
Ellis,Hubert,1887-07-06,,rep,WV,Republican
Elsaesser,Edward,1904-03-10,M,rep,NY,Republican
Flannagan,John,1885-02-20,M,rep,VA,Democrat
Fletcher,Charles,1902-12-15,M,rep,CA,Republican
Folger,John,1880-12-18,M,rep,NC,Democrat
Foote,Ellsworth,1898-01-12,,rep,CT,Republican
Fuller,Hadwen,1895-08-28,,rep,NY,Republican
Gallagher,James,1869-01-16,M,rep,PA,Republican
Gearhart,Bertrand,1890-05-31,,rep,CA,Republican
Gerlach,Charles,1895-09-14,M,rep,PA,Republican
Gifford,Charles,1871-03-15,M,rep,MA,Republican
Gillie,George,1880-08-15,M,rep,IN,Republican
Goff,Abe,1899-12-21,,rep,ID,Republican
Grant,Robert,1905-07-31,M,rep,IN,Republican
Griffiths,Percy,1893-03-30,,rep,OH,Republican
Gross,Chester,1888-10-13,M,rep,PA,Republican
Gwynne,John,1889-10-20,M,rep,IA,Republican
Harless,Richard,1905-08-06,M,rep,AZ,Democrat
Harness,Forest,1895-06-24,,rep,IN,Republican
Hartley,Fred,1902-02-22,M,rep,NJ,Republican
Hendricks,Joseph,1903-09-24,M,rep,FL,Democrat
Howell,George,1905-09-21,M,rep,IL,Republican
Isacson,Leo,1910-04-20,,rep,NY,American Labor
Jarman,Peterson,1892-10-31,,rep,AL,Democrat
Jenkins,Mitchell,1896-01-24,,rep,PA,Republican
Johnson,Anton,1878-10-20,,rep,IL,Republican
Johnson,Glen,1911-09-11,,rep,OK,Democrat
Johnson,Noble,1887-08-23,,rep,IN,Republican
Jones,Homer,1893-09-03,M,rep,WA,Republican
Jones,Robert,1907-06-25,M,rep,OH,Republican
Jonkman,Bartel,1884-04-28,,rep,MI,Republican
Kem,James,1890-04-02,M,sen,MO,Republican
Knutson,Harold,1880-10-20,M,rep,MN,Republican
Landis,Gerald,1895-02-23,,rep,IN,Republican
Lea,Clarence,1874-07-11,,rep,CA,Democrat
Lewis,Earl,1887-02-22,M,rep,OH,Republican
Lewis,William,1868-09-22,M,rep,KY,Republican
Lodge,Henry,1902-07-05,M,sen,MA,Republican
Love,Francis,1901-01-23,,rep,WV,Republican
Ludlow,Louis,1873-06-24,M,rep,IN,Democrat
Lusk,Georgia,1893-05-12,,rep,NM,Democrat
MacKinnon,George,1906-04-22,M,rep,MN,Republican
Maloney,Franklin,1899-03-29,M,rep,PA,Republican
Manasco,Carter,1902-01-03,,rep,AL,Democrat
Mansfield,Joseph,1861-02-09,M,rep,TX,Democrat
Mathews,Frank,1890-08-03,M,rep,NJ,Republican
McCowen,Edward,1877-06-29,M,rep,OH,Republican
McDowell,John,1902-11-06,M,rep,PA,Republican
McFarland,Ernest,1894-10-09,M,sen,AZ,Democrat
McGarvey,Robert,1888-08-14,M,rep,PA,Republican
McGrath,James,1903-11-28,M,sen,RI,Democrat
McKellar,Kenneth,1869-01-29,M,sen,TN,Democrat
McMahon,Gregory,1915-03-19,,rep,NY,Republican
Meade,Hugh,1907-04-04,M,rep,MD,Democrat
Meade,Wendell,1912-01-18,,rep,KY,Republican
Miller,William,1899-03-12,M,rep,CT,Republican
Mitchell,Edward,1910-12-02,M,rep,IN,Republican
Muhlenberg,Frederick,1887-09-25,M,rep,PA,Republican
Nodar,Robert,1916-03-23,M,rep,NY,Republican
Norman,Fred,1882-03-21,M,rep,WA,Republican
O'Conor,Herbert,1896-11-17,M,sen,MD,Democrat
Owens,Thomas,1897-12-21,M,rep,IL,Republican
Peden,Preston,1914-06-28,,rep,OK,Democrat
Ploeser,Walter,1907-01-07,M,rep,MO,Republican
Potts,David,1906-03-12,M,rep,NY,Republican
Price,Emory,1899-12-03,,rep,FL,Democrat
Rabin,Benjamin,1896-06-03,M,rep,NY,Democrat
Ramey,Homer,1891-03-02,M,rep,OH,Republican
Rayfiel,Leo,1888-03-22,,rep,NY,Democrat
Reeves,Albert,1906-05-31,M,rep,MO,Republican
Rizley,Ross,1892-07-05,,rep,OK,Republican
Robertson,Charles,1889-09-05,M,rep,ND,Republican
Robsion,John,1873-01-02,M,rep,KY,Republican
Rockwell,Robert,1886-02-11,M,rep,CO,Republican
Rohrbough,Edward,,M,rep,WV,Republican
Russell,Charles,1903-12-27,M,rep,NV,Republican
Sarbacher,George,1919-09-30,M,rep,PA,Republican
Schwabe,Max,1905-12-06,,rep,MO,Republican
Scoblick,James,1909-05-10,M,rep,PA,Republican
Snyder,Melvin,1898-10-29,,rep,WV,Republican
Springer,Raymond,1882-04-26,M,rep,IN,Republican
Stevenson,William,1891-09-23,M,rep,WI,Republican
Stratton,William,1914-02-26,M,rep,IL,Republican
Sundstrom,Frank,1901-01-05,M,rep,NJ,Republican
Thomason,Robert,1879-05-30,M,rep,TX,Democrat
Tibbott,Harve,1885-05-27,,rep,PA,Republican
Twyman,Robert,1897-06-18,M,rep,IL,Republican
Vandenberg,Arthur,1884-03-22,M,sen,MI,Republican
West,Milton,1888-06-30,M,rep,TX,Democrat
Youngblood,Harold,1907-08-07,M,rep,MI,Republican
Zimmerman,Orville,1880-12-31,,rep,MO,Democrat
Broughton,Joseph,1888-11-17,M,sen,NC,Democrat
Bushfield,Vera,1889-08-09,,sen,SD,Republican
Feazel,William,1895-06-10,M,sen,LA,Democrat
Bates,George,1891-02-25,M,rep,MA,Republican
Benton,William,1900-04-01,M,sen,CT,Democrat
Biemiller,Andrew,1906-07-23,M,rep,WI,Democrat
Bland,Schuyler,1872-05-04,,rep,VA,Democrat
Bloom,Sol,1870-03-09,,rep,NY,Democrat
Bolton,William,1885-07-02,M,rep,MD,Democrat
Buckley,James,1894-05-15,M,rep,IL,Democrat
Bulwinkle,Alfred,1883-04-21,M,rep,NC,Democrat
Burke,Thomas,1904-05-06,M,rep,OH,Democrat
Cavalcante,Anthony,1897-02-06,M,rep,PA,Democrat
Chapman,Virgil,1895-03-15,,sen,KY,Democrat
Chesney,Chester,1916-03-09,M,rep,IL,Democrat
Church,Ralph,1883-05-05,M,rep,IL,Republican
Coffey,Robert,1918-10-21,M,rep,PA,Democrat
Cordon,Guy,1890-04-24,M,sen,OR,Republican
Crook,Thurman,1891-07-18,,rep,IN,Democrat
Darby,Harry,1895-01-23,M,sen,KS,Republican
Davenport,Harry,1902-08-22,M,rep,PA,Democrat
Davies,John,1920-05-01,M,rep,NY,Democrat
Douglas,Helen,1900-11-25,,rep,CA,Democrat
Dulles,John,1888-02-25,M,sen,NY,Republican
Engel,Albert,1888-01-01,M,rep,MI,Republican
Ferguson,Homer,1889-02-25,M,sen,MI,Republican
Gillette,Guy,1879-02-03,M,sen,IA,Democrat
Gilmer,William,1901-06-07,M,rep,OK,Democrat
Gorski,Chester,1906-06-22,M,rep,NY,Democrat
Gorski,Martin,1886-10-30,M,rep,IL,Democrat
Graham,Frank,1886-10-14,M,sen,NC,Democrat
Guill,Ben,1909-09-08,,rep,TX,Republican
Hare,James,1918-09-04,M,rep,SC,Democrat
Hendrickson,Robert,1898-08-12,M,sen,NJ,Republican
Hobbs,Samuel,1887-10-05,M,rep,AL,Democrat
Huber,Walter,1903-06-29,M,rep,OH,Democrat
Hunt,Lester,1892-07-08,,sen,WY,Democrat
Jacobs,Andrew,1906-02-22,M,rep,IN,Democrat
Jennings,John,1880-06-06,M,rep,TN,Republican
Johnson,Edwin,1884-01-01,M,sen,CO,Democrat
Karst,Raymond,1902-12-31,M,rep,MO,Democrat
Keefe,Frank,1887-09-23,M,rep,WI,Republican
Kruse,Edward,1918-10-22,M,rep,IN,Democrat
Le Fevre,Jay,1893-09-06,,rep,NY,Republican
Leahy,Edward,1886-02-09,M,sen,RI,Democrat
Lemke,William,1878-08-13,M,rep,ND,Republican
Lesinski,John,1885-01-03,M,rep,MI,Democrat
Lichtenwalter,Franklin,1910-03-28,M,rep,PA,Republican
Linehan,Neil,1895-09-23,,rep,IL,Democrat
Lodge,John,1903-10-20,M,rep,CT,Republican
Lynch,Walter,1894-07-07,M,rep,NY,Democrat
Macy,William,1889-11-21,M,rep,NY,Republican
Marcantonio,Vito,1902-12-10,,rep,NY,American Labor
Marsalis,John,1904-05-09,M,rep,CO,Democrat
Maybank,Burnet,1899-03-07,,sen,SC,Democrat
McMillen,Rolla,1880-10-05,,rep,IL,Republican
McSweeney,John,1890-12-19,M,rep,OH,Democrat
Meyer,Herbert,1886-08-30,M,rep,KS,Republican
Michener,Earl,1876-11-30,M,rep,MI,Republican
Miles,John,1884-07-28,M,rep,NM,Democrat
Miller,Bert,1879-12-15,,sen,ID,Democrat
Noland,James,1920-04-22,M,rep,IN,Democrat
Norton,Mary,1875-03-07,,rep,NJ,Democrat
O'Sullivan,Eugene,1883-05-31,M,rep,NE,Democrat
Pace,Stephen,1891-03-09,M,rep,GA,Democrat
Peterson,James,1894-02-11,M,rep,FL,Democrat
Pfeifer,Joseph,1892-02-06,M,rep,NY,Democrat
Pfeiffer,William,1907-05-29,M,rep,NY,Republican
Phillips,Dayton,1910-03-29,,rep,TN,Republican
Plumley,Charles,1875-04-14,M,rep,VT,Republican
Rich,Robert,1883-06-23,M,rep,PA,Republican
Sadowski,George,1903-03-12,M,rep,MI,Democrat
Sanborn,John,1885-09-28,M,rep,ID,Republican
Sims,Hugo,1921-10-14,,rep,SC,Democrat
Smith,Frederick,1884-07-29,M,rep,OH,Republican
Somers,Andrew,1895-03-21,M,rep,NY,Democrat
Tauriello,Anthony,1899-08-14,M,rep,NY,Democrat
Thomas,John,1895-01-16,M,rep,NJ,Republican
Wadsworth,James,1877-08-12,M,rep,NY,Republican
Wagner,Earl,1908-04-27,M,rep,OH,Democrat
Walsh,John,1913-05-22,M,rep,IN,Democrat
Welch,Richard,1869-02-13,M,rep,CA,Republican
Wherry,Kenneth,1892-02-28,M,sen,NE,Republican
White,Cecil,1900-12-12,,rep,CA,Democrat
White,Compton,1877-07-31,,rep,ID,Democrat
Whittington,William,1878-05-04,M,rep,MS,Democrat
Wilson,George,1905-08-21,M,rep,OK,Democrat
Woodhouse,Chase,1890-03-03,,rep,CT,Democrat
Worley,Francis,1908-10-10,,rep,TX,Democrat
Clements,Earle,1896-10-22,,sen,KY,Democrat
Smith,Willis,1887-12-19,,sen,NC,Democrat
Aandahl,Fred,1897-04-09,M,rep,ND,Republican
Allen,Asa,1891-01-05,,rep,LA,Democrat
Anderson,John,1904-03-22,M,rep,CA,Republican
Armstrong,Orland,1893-10-02,,rep,MO,Republican
Bakewell,Claude,1912-08-09,,rep,MO,Republican
Bates,Joseph,1893-10-29,M,rep,KY,Democrat
Blackney,William,1876-08-28,M,rep,MI,Republican
Bosone,Reva,1895-04-02,,rep,UT,Democrat
Breen,Edward,1908-06-10,M,rep,OH,Democrat
Brehm,Walter,1892-05-25,M,rep,OH,Republican
Buchanan,Frank,1902-12-01,M,rep,PA,Democrat
Buffett,Howard,1903-08-13,M,rep,NE,Republican
Burton,Clarence,1886-12-14,,rep,VA,Democrat
Butler,John,1887-07-02,M,rep,NY,Republican
Byrne,William,1876-03-06,M,rep,NY,Democrat
Clemente,Louis,1908-06-10,M,rep,NY,Democrat
Cole,Albert,1901-10-13,M,rep,KS,Republican
Combs,Jesse,1889-07-07,,rep,TX,Democrat
Cox,Edward,1880-04-03,M,rep,GA,Democrat
Crawford,Fred,1888-05-05,M,rep,MI,Republican
Denny,Harmar,1886-07-02,,rep,PA,Republican
Doughton,Robert,1863-11-07,M,rep,NC,Democrat
Duff,James,1883-01-21,M,sen,PA,Republican
Eaton,Charles,1868-03-29,M,rep,NJ,Republican
Elston,Charles,1891-08-01,M,rep,OH,Republican
Fellows,Frank,1889-11-07,M,rep,ME,Republican
Fugate,Thomas,1899-04-10,M,rep,VA,Democrat
Furcolo,John,1911-07-29,M,rep,MA,Democrat
George,Walter,1878-01-29,M,sen,GA,Democrat
Gillette,Wilson,1880-07-01,,rep,PA,Republican
Gossett,Ed,1902-01-27,,rep,TX,Democrat
Granger,Walter,1888-10-11,M,rep,UT,Democrat
Greenwood,Ernest,1884-11-25,M,rep,NY,Democrat
Hall,Edwin,1909-02-11,M,rep,NY,Republican
Hall,Leonard,1900-10-02,M,rep,NY,Republican
Havenner,Franck,1882-09-20,,rep,CA,Democrat
Hedrick,Erland,1894-08-09,,rep,WV,Democrat
Heffernan,James,1888-11-08,M,rep,NY,Democrat
