Demographic,DBN,School Name,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort
Female,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,2003,48,41,85.4,29,60.4,70.7,2,4.2,4.9,27,56.3,65.9,12,25,29.3,6.0,12.5,1.0,2.1
Female,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,2004,45,39,86.7,34,75.6,87.2,15,33.3,38.5,19,42.2,48.7,5,11.1,12.8,3.0,6.7,3.0,6.7
Female,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,2005,57,44,77.2,40,70.2,90.9,9,15.8,20.5,31,54.4,70.5,4,7,9.1,12.0,21.1,1.0,1.8
Female,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,2006,65,43,66.2,28,43.1,65.1,0,0,0,28,43.1,65.1,15,23.1,34.9,19.0,29.2,2.0,3.1
Female,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,2006 Aug,65,48,73.8,31,47.7,64.6,0,0,0,31,47.7,64.6,17,26.2,35.4,14.0,21.5,2.0,3.1
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2001,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2002,26,24,92.3,8,30.8,33.3,0,0,0,8,30.8,33.3,16,61.5,66.7,2.0,7.7,0.0,0
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2003,19,s,,s,,,s,,,s,,,s,,,s,,s,
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2004,14,s,,s,,,s,,,s,,,s,,,s,,s,
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2005,18,s,,s,,,s,,,s,,,s,,,s,,s,
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2006,14,s,,s,,,s,,,s,,,s,,,s,,s,
Female,11X545,BRONX AEROSPACE HIGH SCHOOL,2006 Aug,14,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X245,NEW DAY ACADEMY,2004,5,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X245,NEW DAY ACADEMY,2005,49,26,53.1,26,53.1,100,0,0,0,26,53.1,100,0,0,0,13.0,26.5,8.0,16.3
Female,12X245,NEW DAY ACADEMY,2006,38,14,36.8,14,36.8,100,0,0,0,14,36.8,100,0,0,0,17.0,44.7,6.0,15.8
Female,12X245,NEW DAY ACADEMY,2006 Aug,38,19,50,19,50,100,0,0,0,19,50,100,0,0,0,12.0,31.6,6.0,15.8
Female,12X248,METROPOLITAN HIGH SCHOOL  THE,2003,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X248,METROPOLITAN HIGH SCHOOL  THE,2004,6,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X248,METROPOLITAN HIGH SCHOOL  THE,2005,45,35,77.8,21,46.7,60,3,6.7,8.6,18,40,51.4,14,31.1,40,2.0,4.4,7.0,15.6
Female,12X248,METROPOLITAN HIGH SCHOOL  THE,2006,58,45,77.6,28,48.3,62.2,3,5.2,6.7,25,43.1,55.6,17,29.3,37.8,4.0,6.9,6.0,10.3
Female,12X248,METROPOLITAN HIGH SCHOOL  THE,2006 Aug,58,45,77.6,28,48.3,62.2,3,5.2,6.7,25,43.1,55.6,17,29.3,37.8,4.0,6.9,6.0,10.3
Female,12X251,EXPLORATIONS ACADEMY,2003,2,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X251,EXPLORATIONS ACADEMY,2004,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X251,EXPLORATIONS ACADEMY,2005,43,29,67.4,19,44.2,65.5,3,7,10.3,16,37.2,55.2,10,23.3,34.5,3.0,7,7.0,16.3
Female,12X251,EXPLORATIONS ACADEMY,2006,40,31,77.5,24,60,77.4,1,2.5,3.2,23,57.5,74.2,7,17.5,22.6,2.0,5,7.0,17.5
Female,12X251,EXPLORATIONS ACADEMY,2006 Aug,40,33,82.5,25,62.5,75.8,1,2.5,3,24,60,72.7,8,20,24.2,0.0,0,7.0,17.5
Female,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2003,7,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2004,63,29,46,15,23.8,51.7,0,0,0,15,23.8,51.7,14,22.2,48.3,23.0,36.5,11.0,17.5
Female,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2005,65,39,60,9,13.8,23.1,0,0,0,9,13.8,23.1,30,46.2,76.9,15.0,23.1,11.0,16.9
Female,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,93,44,47.3,13,14,29.5,0,0,0,13,14,29.5,31,33.3,70.5,25.0,26.9,19.0,20.4
Female,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006 Aug,93,48,51.6,13,14,27.1,0,0,0,13,14,27.1,35,37.6,72.9,21.0,22.6,19.0,20.4
Female,12X267,BRONX LATIN,2006,2,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X267,BRONX LATIN,2006 Aug,2,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X271,EAST BRONX ACADEMY FOR THE FUTURE,2002,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X271,EAST BRONX ACADEMY FOR THE FUTURE,2003,3,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X271,EAST BRONX ACADEMY FOR THE FUTURE,2004,37,30,81.1,12,32.4,40,1,2.7,3.3,11,29.7,36.7,18,48.6,60,4.0,10.8,3.0,8.1
Female,18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2006 Aug,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X271,EAST BRONX ACADEMY FOR THE FUTURE,2005,33,20,60.6,11,33.3,55,3,9.1,15,8,24.2,40,9,27.3,45,7.0,21.2,5.0,15.2
Female,12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,24,18,75,17,70.8,94.4,0,0,0,17,70.8,94.4,1,4.2,5.6,3.0,12.5,2.0,8.3
Female,12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006 Aug,24,18,75,17,70.8,94.4,0,0,0,17,70.8,94.4,1,4.2,5.6,3.0,12.5,2.0,8.3
Female,12X278,PEACE AND DIVERSITY ACADEMY,2003,2,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X278,PEACE AND DIVERSITY ACADEMY,2004,45,32,71.1,32,71.1,100,0,0,0,32,71.1,100,0,0,0,10.0,22.2,3.0,6.7
Female,12X278,PEACE AND DIVERSITY ACADEMY,2005,17,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X278,PEACE AND DIVERSITY ACADEMY,2006,50,28,56,22,44,78.6,0,0,0,22,44,78.6,6,12,21.4,13.0,26,8.0,16
Female,12X278,PEACE AND DIVERSITY ACADEMY,2006 Aug,50,29,58,23,46,79.3,0,0,0,23,46,79.3,6,12,20.7,12.0,24,8.0,16
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2001,91,11,12.1,2,2.2,18.2,0,0,0,2,2.2,18.2,9,9.9,81.8,66.0,72.5,13.0,14.3
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2002,76,14,18.4,2,2.6,14.3,0,0,0,2,2.6,14.3,12,15.8,85.7,57.0,75,4.0,5.3
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2003,71,18,25.4,4,5.6,22.2,0,0,0,4,5.6,22.2,14,19.7,77.8,48.0,67.6,5.0,7
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2004,66,22,33.3,3,4.5,13.6,0,0,0,3,4.5,13.6,19,28.8,86.4,37.0,56.1,7.0,10.6
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2005,70,21,30,7,10,33.3,0,0,0,7,10,33.3,14,20,66.7,41.0,58.6,4.0,5.7
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2006,63,21,33.3,11,17.5,52.4,0,0,0,11,17.5,52.4,10,15.9,47.6,36.0,57.1,4.0,6.3
Female,12X480,BRONX REGIONAL HIGH SCHOOL,2006 Aug,63,21,33.3,11,17.5,52.4,0,0,0,11,17.5,52.4,10,15.9,47.6,36.0,57.1,4.0,6.3
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2001,28,8,28.6,1,3.6,12.5,0,0,0,1,3.6,12.5,8,28.6,100,17.0,60.7,2.0,7.1
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2002,25,13,52,3,12,23.1,0,0,0,3,12,23.1,10,40,76.9,9.0,36,3.0,12
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2003,30,23,76.7,15,50,65.2,0,0,0,15,50,65.2,8,26.7,34.8,7.0,23.3,0.0,0
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2004,37,26,70.3,20,54.1,76.9,0,0,0,20,54.1,76.9,6,16.2,23.1,9.0,24.3,2.0,5.4
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2005,47,32,68.1,22,46.8,68.8,2,4.3,6.3,20,42.6,62.5,10,21.3,31.3,14.0,29.8,0.0,0
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2006,31,21,67.7,11,35.5,52.4,1,3.2,4.8,10,32.3,47.6,10,32.3,47.6,8.0,25.8,0.0,0
Female,12X550,HIGH SCHOOL OF WORLD CULTURES,2006 Aug,31,25,80.6,12,38.7,48,1,3.2,4,11,35.5,44,13,41.9,52,4.0,12.9,0.0,0
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,40,18,45,16,40,88.9,0,0,0,16,40,88.9,2,5,11.1,11.0,27.5,9.0,22.5
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,33,11,33.3,2,6.1,18.2,0,0,0,2,6.1,18.2,9,27.3,81.8,11.0,33.3,8.0,24.2
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,39,17,43.6,3,7.7,17.6,0,0,0,3,7.7,17.6,14,35.9,82.4,16.0,41,4.0,10.3
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,29,13,44.8,3,10.3,23.1,0,0,0,3,10.3,23.1,10,34.5,76.9,9.0,31,6.0,20.7
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,28,14,50,5,17.9,35.7,0,0,0,5,17.9,35.7,9,32.1,64.3,11.0,39.3,3.0,10.7
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,24,14,58.3,8,33.3,57.1,0,0,0,8,33.3,57.1,6,25,42.9,5.0,20.8,4.0,16.7
Female,12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006 Aug,24,14,58.3,8,33.3,57.1,0,0,0,8,33.3,57.1,6,25,42.9,5.0,20.8,4.0,16.7
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2001,54,37,68.5,2,3.7,5.4,0,0,0,2,3.7,5.4,35,64.8,94.6,3.0,5.6,6.0,11.1
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2002,44,29,65.9,0,0,0,0,0,0,0,0,0,29,65.9,100,3.0,6.8,6.0,13.6
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2003,64,42,65.6,16,25,38.1,0,0,0,16,25,38.1,26,40.6,61.9,14.0,21.9,5.0,7.8
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2004,49,35,71.4,34,69.4,97.1,0,0,0,34,69.4,97.1,1,2,2.9,7.0,14.3,4.0,8.2
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2005,58,45,77.6,42,72.4,93.3,0,0,0,42,72.4,93.3,3,5.2,6.7,5.0,8.6,5.0,8.6
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2006,60,40,66.7,39,65,97.5,0,0,0,39,65,97.5,1,1.7,2.5,12.0,20,6.0,10
Female,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2006 Aug,60,40,66.7,39,65,97.5,0,0,0,39,65,97.5,1,1.7,2.5,12.0,20,6.0,10
Female,12X684,WINGS ACADEMY,2001,46,22,47.8,13,28.3,59.1,0,0,0,13,28.3,59.1,9,19.6,40.9,19.0,41.3,4.0,8.7
Female,12X684,WINGS ACADEMY,2002,47,32,68.1,28,59.6,87.5,0,0,0,28,59.6,87.5,4,8.5,12.5,12.0,25.5,2.0,4.3
Female,18K576,VICTORY COLLEGIATE HIGH SCHOOL,2005,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,12X684,WINGS ACADEMY,2003,59,35,59.3,27,45.8,77.1,3,5.1,8.6,24,40.7,68.6,8,13.6,22.9,17.0,28.8,5.0,8.5
Female,12X684,WINGS ACADEMY,2004,63,36,57.1,24,38.1,66.7,1,1.6,2.8,23,36.5,63.9,12,19,33.3,20.0,31.7,6.0,9.5
Female,12X684,WINGS ACADEMY,2005,67,45,67.2,33,49.3,73.3,3,4.5,6.7,30,44.8,66.7,12,17.9,26.7,16.0,23.9,5.0,7.5
Female,12X684,WINGS ACADEMY,2006,57,39,68.4,26,45.6,66.7,5,8.8,12.8,21,36.8,53.8,13,22.8,33.3,8.0,14,6.0,10.5
Female,12X684,WINGS ACADEMY,2006 Aug,57,41,71.9,27,47.4,65.9,5,8.8,12.2,22,38.6,53.7,14,24.6,34.1,6.0,10.5,6.0,10.5
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2001,55,21,38.2,5,9.1,23.8,0,0,0,5,9.1,23.8,16,29.1,76.2,23.0,41.8,11.0,20
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2002,50,26,52,11,22,42.3,0,0,0,11,22,42.3,15,30,57.7,14.0,28,10.0,20
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2003,75,40,53.3,23,30.7,57.5,0,0,0,23,30.7,57.5,17,22.7,42.5,26.0,34.7,7.0,9.3
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2004,57,31,54.4,19,33.3,61.3,2,3.5,6.5,17,29.8,54.8,12,21.1,38.7,18.0,31.6,7.0,12.3
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2005,62,33,53.2,22,35.5,66.7,5,8.1,15.2,17,27.4,51.5,11,17.7,33.3,18.0,29,10.0,16.1
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2006,62,35,56.5,22,35.5,62.9,3,4.8,8.6,19,30.6,54.3,13,21,37.1,8.0,12.9,14.0,22.6
Female,12X690,MONROE ACADEMY FOR BUSINESS/LAW,2006 Aug,62,38,61.3,22,35.5,57.9,3,4.8,7.9,19,30.6,50,16,25.8,42.1,6.0,9.7,13.0,21
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2001,34,8,23.5,2,5.9,25,0,0,0,2,5.9,25,6,17.6,75,18.0,52.9,8.0,23.5
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2002,44,16,36.4,5,11.4,31.3,0,0,0,5,11.4,31.3,11,25,68.8,21.0,47.7,7.0,15.9
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2003,55,19,34.5,13,23.6,68.4,0,0,0,13,23.6,68.4,6,10.9,31.6,18.0,32.7,17.0,30.9
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2004,42,21,50,16,38.1,76.2,3,7.1,14.3,13,31,61.9,5,11.9,23.8,14.0,33.3,7.0,16.7
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2005,46,14,30.4,9,19.6,64.3,1,2.2,7.1,8,17.4,57.1,5,10.9,35.7,27.0,58.7,3.0,6.5
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2006,61,29,47.5,25,41,86.2,3,4.9,10.3,22,36.1,75.9,4,6.6,13.8,24.0,39.3,6.0,9.8
Female,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESI,2006 Aug,61,29,47.5,25,41,86.2,3,4.9,10.3,22,36.1,75.9,4,6.6,13.8,24.0,39.3,6.0,9.8
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2001,11,s,,s,,,s,,,s,,,s,,,s,,s,
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2002,45,33,73.3,27,60,81.8,0,0,0,27,60,81.8,8,17.8,24.2,5.0,11.1,6.0,13.3
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2003,42,35,83.3,25,59.5,71.4,0,0,0,25,59.5,71.4,10,23.8,28.6,4.0,9.5,3.0,7.1
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2004,28,21,75,20,71.4,95.2,0,0,0,20,71.4,95.2,1,3.6,4.8,4.0,14.3,2.0,7.1
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2005,59,31,52.5,26,44.1,83.9,0,0,0,26,44.1,83.9,5,8.5,16.1,24.0,40.7,3.0,5.1
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2006,55,47,85.5,29,52.7,61.7,0,0,0,29,52.7,61.7,18,32.7,38.3,7.0,12.7,1.0,1.8
Female,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOO,2006 Aug,55,49,89.1,30,54.5,61.2,0,0,0,30,54.5,61.2,19,34.5,38.8,5.0,9.1,1.0,1.8
Female,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC A,2005,52,41,78.8,25,48.1,61,0,0,0,25,48.1,61,16,30.8,39,7.0,13.5,2.0,3.8
Female,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC A,2006,53,37,69.8,26,49.1,70.3,0,0,0,26,49.1,70.3,11,20.8,29.7,10.0,18.9,4.0,7.5
Female,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC A,2006 Aug,53,39,73.6,28,52.8,71.8,0,0,0,28,52.8,71.8,11,20.8,28.2,8.0,15.1,4.0,7.5
Female,13K412,BROOKLYN COMMUNITY HIGH SCHOOL OF COM,2005,1,s,,s,,,s,,,s,,,s,,,s,,s,
Female,13K412,BROOKLYN COMMUNITY HIGH SCHOOL OF COM,2006,35,21,60,19,54.3,90.5,4,11.4,19,15,42.9,71.4,2,5.7,9.5,12.0,34.3,1.0,2.9
Female,13K412,BROOKLYN COMMUNITY HIGH SCHOOL OF COM,2006 Aug,35,26,74.3,21,60,80.8,4,11.4,15.4,17,48.6,65.4,5,14.3,19.2,7.0,20,1.0,2.9
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2001,92,66,71.7,50,54.3,75.8,0,0,0,50,54.3,75.8,16,17.4,24.2,20.0,21.7,6.0,6.5
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2002,85,57,67.1,44,51.8,77.2,0,0,0,44,51.8,77.2,13,15.3,22.8,22.0,25.9,4.0,4.7
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2003,88,66,75,44,50,66.7,0,0,0,44,50,66.7,22,25,33.3,18.0,20.5,3.0,3.4
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2004,81,64,79,46,56.8,71.9,2,2.5,3.1,44,54.3,68.8,18,22.2,28.1,15.0,18.5,2.0,2.5
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2005,105,77,73.3,63,60,81.8,14,13.3,18.2,49,46.7,63.6,14,13.3,18.2,19.0,18.1,6.0,5.7
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2006,88,63,71.6,52,59.1,82.5,11,12.5,17.5,41,46.6,65.1,11,12.5,17.5,16.0,18.2,5.0,5.7
Female,13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR,2006 Aug,88,71,80.7,57,64.8,80.3,11,12.5,15.5,46,52.3,64.8,14,15.9,19.7,8.0,9.1,5.0,5.7
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2001,384,360,93.8,360,93.8,100,339,88.3,94.2,21,5.5,5.8,0,0,0,22.0,5.7,1.0,0.3
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2002,354,342,96.6,342,96.6,100,305,86.2,89.2,37,10.5,10.8,0,0,0,10.0,2.8,1.0,0.3
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2003,371,347,93.5,347,93.5,100,309,83.3,89,38,10.2,11,0,0,0,18.0,4.9,5.0,1.3
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2004,447,416,93.1,416,93.1,100,380,85,91.3,36,8.1,8.7,0,0,0,29.0,6.5,2.0,0.4
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2005,421,391,92.9,391,92.9,100,370,87.9,94.6,21,5,5.4,0,0,0,29.0,6.9,0.0,0
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,473,454,96,454,96,100,413,87.3,91,41,8.7,9,0,0,0,17.0,3.6,1.0,0.2
Female,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006 Aug,473,462,97.7,462,97.7,100,419,88.6,90.7,43,9.1,9.3,0,0,0,9.0,1.9,1.0,0.2
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2001,41,32,78,10,24.4,31.3,0,0,0,10,24.4,31.3,22,53.7,68.8,6.0,14.6,3.0,7.3
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2002,43,34,79.1,12,27.9,35.3,0,0,0,12,27.9,35.3,22,51.2,64.7,8.0,18.6,1.0,2.3
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2003,30,24,80,8,26.7,33.3,0,0,0,8,26.7,33.3,16,53.3,66.7,3.0,10,3.0,10
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2004,40,32,80,17,42.5,53.1,0,0,0,17,42.5,53.1,15,37.5,46.9,7.0,17.5,1.0,2.5
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2005,44,38,86.4,29,65.9,76.3,0,0,0,29,65.9,76.3,9,20.5,23.7,5.0,11.4,1.0,2.3
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2006,53,46,86.8,46,86.8,100,0,0,0,46,86.8,100,0,0,0,5.0,9.4,2.0,3.8
Female,13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,2006 Aug,53,47,88.7,47,88.7,100,0,0,0,47,88.7,100,0,0,0,4.0,7.5,2.0,3.8
Female,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND,2004,54,49,90.7,40,74.1,81.6,0,0,0,40,74.1,81.6,9,16.7,18.4,4.0,7.4,0.0,0
Female,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND,2005,73,64,87.7,43,58.9,67.2,0,0,0,43,58.9,67.2,21,28.8,32.8,8.0,11,1.0,1.4
Female,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND,2006,83,74,89.2,63,75.9,85.1,24,28.9,32.4,39,47,52.7,11,13.3,14.9,8.0,9.6,1.0,1.2
Female,13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND,2006 Aug,83,75,90.4,63,75.9,84,24,28.9,32,39,47,52,12,14.5,16,7.0,8.4,1.0,1.2
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2001,70,47,67.1,19,27.1,40.4,0,0,0,19,27.1,40.4,28,40,59.6,13.0,18.6,8.0,11.4
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2002,70,48,68.6,27,38.6,56.3,1,1.4,2.1,26,37.1,54.2,21,30,43.8,12.0,17.1,9.0,12.9
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2003,79,51,64.6,38,48.1,74.5,2,2.5,3.9,36,45.6,70.6,13,16.5,25.5,10.0,12.7,14.0,17.7
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2004,67,55,82.1,37,55.2,67.3,4,6,7.3,33,49.3,60,18,26.9,32.7,9.0,13.4,2.0,3
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2005,99,76,76.8,56,56.6,73.7,10,10.1,13.2,46,46.5,60.5,20,20.2,26.3,16.0,16.2,4.0,4
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2006,79,61,77.2,46,58.2,75.4,1,1.3,1.6,45,57,73.8,15,19,24.6,11.0,13.9,7.0,8.9
Female,13K499,ACORN COMMUNITY HIGH SCHOOL,2006 Aug,79,62,78.5,46,58.2,74.2,1,1.3,1.6,45,57,72.6,16,20.3,25.8,10.0,12.7,7.0,8.9
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2001,10,s,,s,,,s,,,s,,,s,,,s,,s,
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2002,20,s,,s,,,s,,,s,,,s,,,s,,s,
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2003,26,14,53.8,14,53.8,100,0,0,0,14,53.8,100,0,0,0,6.0,23.1,4.0,15.4
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2004,33,22,66.7,21,63.6,95.5,0,0,0,21,63.6,95.5,1,3,4.5,9.0,27.3,2.0,6.1
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2005,30,17,56.7,15,50,88.2,0,0,0,15,50,88.2,2,6.7,11.8,12.0,40,0.0,0
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,26,19,73.1,16,61.5,84.2,3,11.5,15.8,13,50,68.4,3,11.5,15.8,6.0,23.1,1.0,3.8
Female,13K509,FREEDOM ACADEMY HIGH SCHOOL,2006 Aug,26,21,80.8,18,69.2,85.7,3,11.5,14.3,15,57.7,71.4,3,11.5,14.3,4.0,15.4,1.0,3.8
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2001,76,5,6.6,0,0,0,0,0,0,0,0,0,5,6.6,100,64.0,84.2,7.0,9.2
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2002,71,10,14.1,2,2.8,20,0,0,0,2,2.8,20,8,11.3,80,56.0,78.9,5.0,7
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2003,68,8,11.8,3,4.4,37.5,0,0,0,3,4.4,37.5,5,7.4,62.5,54.0,79.4,5.0,7.4
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2004,51,7,13.7,1,2,14.3,0,0,0,1,2,14.3,6,11.8,85.7,40.0,78.4,4.0,7.8
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2005,38,14,36.8,2,5.3,14.3,0,0,0,2,5.3,14.3,12,31.6,85.7,17.0,44.7,6.0,15.8
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,29,6,20.7,1,3.4,16.7,0,0,0,1,3.4,16.7,5,17.2,83.3,17.0,58.6,6.0,20.7
Female,13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006 Aug,29,6,20.7,1,3.4,16.7,0,0,0,1,3.4,16.7,5,17.2,83.3,17.0,58.6,6.0,20.7
Female,13K575,BEDFORD STUYVESANT PREPARATORY HIGH S,2001,49,12,24.5,1,2,8.3,0,0,0,1,2,8.3,11,22.4,91.7,32.0,65.3,5.0,10.2
Female,13K575,BEDFORD STUYVESANT PREPARATORY HIGH S,2002,41,14,34.1,4,9.8,28.6,0,0,0,4,9.8,28.6,10,24.4,71.4,20.0,48.8,7.0,17.1
